dutyName,hpid,MKioskTy1,MKioskTy10,MKioskTy11,MKioskTy12,MKioskTy13,MKioskTy14,MKioskTy15,MKioskTy16,MKioskTy17,MKioskTy18,MKioskTy19,MKioskTy2,MKioskTy20,MKioskTy21,MKioskTy22,MKioskTy23,MKioskTy24,MKioskTy25,MKioskTy26,MKioskTy27,MKioskTy28,MKioskTy3,MKioskTy4,MKioskTy5,MKioskTy6,MKioskTy7,MKioskTy8,MKioskTy9,MKioskTy10Msg,MKioskTy12Msg,MKioskTy15Msg,MKioskTy27Msg,query_sido,query_sigungu,MKioskTy14Msg
효산의료재단안양샘병원,A2100015,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,3세 ~ 15세 미만,,,,경기도,안양시,
남양주한양병원,A2100041,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,불가능,불가능,정보미제공,정보미제공,Y,Y,Y,,,,,경기도,양주시,
현대병원,A2100037,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,,,,,경기도,양주시,
엘병원,A2118188,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경기도,양주시,
양평병원,A2100089,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경기도,양평군,
세종여주병원,A2100194,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경기도,여주시,
연천군보건의료원,E2100187,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경기도,연천군,
오산한국병원,A2100024,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,,불가능,,,경기도,오산시,
연세대학교의과대학용인세브란스병원,A2100020,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,Y,Y,불가능,불가능,Y,Y,Y,0세 이상 가능,,"35주이하, 2.5kg 미만 가능",,경기도,용인시,
강남병원,A2100029,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,Y,만 3세이상 가능,,,,경기도,용인시,
(의)효심의료재단용인서울병원,A2100122,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경기도,용인시,
메디필드한강병원,A2121142,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,,,,,경기도,용인시,
(의)영문의료재단 다보스병원,A2100019,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,Y,10kg 이상,,,,경기도,용인시,
의료법인영동의료재단의정부백병원,A2100034,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경기도,의정부시,
학교법인을지학원의정부을지대학교병원,A2117994,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,,,,,경기도,의정부시,
가톨릭대학교의정부성모병원,A2100040,Y,정보미제공,Y,Y,불가능,정보미제공,불가능,Y,Y,Y,Y,Y,Y,Y,Y,Y,정보미제공,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,소아외과 없음,"진료가능최저연령-12개월이상,  10kg이상",최저체중-32주 이상 체중 상관없이,최저연령-신생아 이상,경기도,의정부시,
추병원,A2100150,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,,,,,경기도,의정부시,
경기도의료원의정부병원,A2100043,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경기도,의정부시,
경기도의료원이천병원,A2100193,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경기도,이천시,
메디인병원,A2100131,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경기도,파주시,
경기도의료원파주병원,A2100035,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경기도,파주시,
의료법인갈렌의료재단박병원,A2100309,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,,,,,경기도,평택시,
의료법인백송의료재단굿모닝병원,A2100028,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,Y,Y,,,,,경기도,평택시,
의료법인박애의료재단박애병원,A2100022,정보미제공,정보미제공,정보미제공,정보미제공,불가능,정보미제공,정보미제공,정보미제공,정보미제공,불가능,불가능,Y,Y,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,불가능,정보미제공,정보미제공,Y,정보미제공,Y,,,,,경기도,평택시,
의료법인양진의료재단평택성모병원,A2113246,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,정보미제공,Y,정보미제공,Y,,,,,경기도,평택시,
의료법인 일심의료재단 포천우리병원,A2100036,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경기도,포천시,
경기도의료원포천병원,A2100031,정보미제공,정보미제공,불가능,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,불가능,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,불가능,정보미제공,불가능,,,,,경기도,포천시,
한림대학교동탄성심병원,A2100046,Y,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,정보미제공,Y,정보미제공,Y,Y,Y,정보미제공,Y,Y,정보미제공,Y,Y,Y,정보미제공,Y,Y,Y,Y,소아과 진료 가능 여부 메모 확인 후 연락 요망 / 최저 연령 6개월  및 8kg 몸무게,진료가능 최저연령: 만 1세 및 몸무게 9kg 이상,제태기간 26주 및 몸무게 (-),최저 연령 10세 및 몸무게 30kg,경기도,화성시,진료가능 최저연령: 만 6세
의료법인은혜와감사의료재단화성중앙종합병원,A2100018,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,불가능,Y,불가능,불가능,불가능,불가능,불가능,불가능,불가능,,,,,경기도,화성시,
의료법인원광의료재단원광종합병원,A2115699,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경기도,화성시,
의료법인 거붕 백병원,A2800008,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,Y,,,,,경상남도,거제시,
의료법인 대우의료재단대우병원,A2800005,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,정보미제공,정보미제공,Y,정보미제공,Y,,,,,경상남도,거제시,
의료법인 성념의료재단맑은샘병원,A2800022,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,Y,,,,,경상남도,거제시,
거창적십자병원,A2800076,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경상남도,거창군,
강병원,A2800032,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경상남도,고성군,
강일병원,A2803677,불가능,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경상남도,김해시,
의료법인환명의료재단 조은금강병원,A2800010,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,Y,Y,Y,,,,,경상남도,김해시,
의료법인갑을의료재단 갑을장유병원,A2800014,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,Y,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,정보미제공,,,,,경상남도,김해시,
